,t,counts
150,45.0,1000.0
151,45.0,1000.0
152,45.0,1000.0
153,45.0,1000.0
154,45.0,1000.0
155,45.0,1000.0
156,45.0,1000.0
157,45.0,1000.0
158,45.0,1000.0
159,45.0,1000.0
160,45.0,1000.0
161,45.0,1000.0
162,45.0,1000.0
163,45.0,1000.0
164,45.0,1000.0
165,45.0,1000.0
166,45.0,1000.0
167,45.0,1000.0
168,45.0,1000.0
169,45.0,1000.0
170,45.0,1000.0
171,45.0,1000.0
172,45.0,1000.0
173,45.0,1000.0
174,45.0,1000.0
175,45.0,1000.0
176,45.0,1000.0
177,45.0,1000.0
178,45.0,1000.0
179,45.0,1000.0
180,45.0,1000.0
181,45.0,1000.0
182,45.0,1000.0
183,45.0,1000.0
184,45.0,1000.0
185,45.0,1000.0
186,45.0,1000.0
187,45.0,1000.0
188,45.0,1000.0
189,45.0,1000.0
190,45.0,1000.0
191,45.0,1000.0
192,45.0,1000.0
193,45.0,1000.0
194,45.0,1000.0
195,45.0,1000.0
196,45.0,1000.0
197,45.0,1000.0
198,45.0,1000.0
199,45.0,1000.0
200,45.0,1000.0
201,45.0,1000.0
202,45.0,1000.0
203,45.0,1000.0
204,45.0,1000.0
205,45.0,1000.0
206,45.0,1000.0
207,45.0,1000.0
208,45.0,1000.0
209,45.0,1000.0
210,45.0,1000.0
211,45.0,1000.0
212,45.0,1000.0
213,45.0,1000.0
214,45.0,1000.0
215,45.0,1000.0
216,45.0,1000.0
217,45.0,1000.0
218,45.0,1000.0
219,45.0,1000.0
220,45.0,1000.0
221,45.0,1000.0
222,45.0,1000.0
223,45.0,1000.0
224,45.0,1000.0
225,45.0,1000.0
226,45.0,1000.0
227,45.0,1000.0
228,45.0,1000.0
229,45.0,1000.0
230,45.0,1000.0
231,45.0,1000.0
232,45.0,1000.0
233,46.0,1000.0
234,46.0,1000.0
235,46.0,1000.0
236,46.0,1000.0
237,46.0,1000.0
238,46.0,1000.0
239,46.0,1000.0
240,46.0,1000.0
241,46.0,1000.0
242,46.0,1000.0
243,46.0,1000.0
244,46.0,1000.0
245,46.0,1000.0
246,46.0,1000.0
247,46.0,1000.0
248,46.0,1000.0
249,46.0,1000.0
250,46.0,1000.0
251,46.0,1000.0
252,46.0,1000.0
253,46.0,1000.0
254,46.0,1000.0
255,46.0,1000.0
256,46.0,1000.0
257,46.0,1000.0
258,46.0,1000.0
259,46.0,1000.0
260,46.0,1000.0
261,46.0,1000.0
262,46.0,1000.0
263,46.0,1000.0
264,46.0,1000.0
265,46.0,1000.0
266,46.0,1000.0
267,46.0,1000.0
268,46.0,1000.0
269,46.0,1000.0
270,46.0,1000.0
271,46.0,1000.0
272,46.0,1000.0
273,46.0,1000.0
274,46.0,1000.0
275,46.0,1000.0
276,46.0,1000.0
277,46.0,1000.0
278,46.0,1000.0
279,46.0,1000.0
280,46.0,1000.0
281,46.0,1000.0
282,46.0,1000.0
283,46.0,1000.0
284,46.0,1000.0
285,46.0,1000.0
286,46.0,1000.0
287,46.0,1000.0
288,46.0,1000.0
289,46.0,1000.0
290,46.0,1000.0
291,46.0,1000.0
292,46.0,1000.0
293,46.0,1000.0
294,46.0,1000.0
295,46.0,1000.0
296,46.0,1000.0
297,46.0,1000.0
298,46.0,1000.0
299,46.0,1000.0
300,46.0,1000.0
301,46.0,1000.0
302,46.0,1000.0
303,46.0,1000.0
304,46.0,1000.0
305,46.0,1000.0
306,46.0,1000.0
307,46.0,1000.0
308,46.0,1000.0
309,46.0,1000.0
310,46.0,1000.0
311,46.0,1000.0
312,46.0,1000.0
313,46.0,1000.0
314,46.0,1000.0
315,46.0,1000.0
316,46.0,1000.0
317,46.0,1000.0
318,46.0,1000.0
319,46.0,1000.0
320,46.0,1000.0
321,46.0,1000.0
322,46.0,1000.0
323,46.0,1000.0
324,46.0,1000.0
325,46.0,1000.0
326,46.0,1000.0
327,46.0,1000.0
328,46.0,1000.0
329,46.0,1000.0
330,46.0,1000.0
331,47.0,1000.0
332,47.0,1000.0
333,47.0,1000.0
334,47.0,1000.0
335,47.0,1000.0
336,47.0,1000.0
337,47.0,1000.0
338,47.0,1000.0
339,47.0,1000.0
340,47.0,1000.0
341,47.0,1000.0
342,47.0,1000.0
343,47.0,1000.0
344,47.0,1000.0
345,47.0,1000.0
346,47.0,1000.0
347,47.0,1000.0
348,47.0,1000.0
349,47.0,1000.0
350,47.0,1000.0
351,47.0,1000.0
352,47.0,1000.0
353,47.0,1000.0
354,47.0,1000.0
355,47.0,1000.0
356,47.0,1000.0
357,47.0,1000.0
358,47.0,1000.0
359,47.0,1000.0
360,47.0,1000.0
361,47.0,1000.0
362,47.0,1000.0
363,47.0,1000.0
364,47.0,1000.0
365,47.0,1000.0
366,47.0,1000.0
367,47.0,1000.0
368,47.0,1000.0
369,47.0,1000.0
370,47.0,1000.0
371,47.0,1000.0
372,47.0,1000.0
373,47.0,1000.0
374,47.0,1000.0
375,47.0,1000.0
376,47.0,1000.0
377,47.0,1000.0
378,47.0,1000.0
379,47.0,1000.0
380,47.0,1000.0
381,47.0,1000.0
382,47.0,1000.0
383,47.0,1000.0
384,47.0,1000.0
385,47.0,1000.0
386,47.0,1000.0
387,47.0,1000.0
388,47.0,1000.0
389,47.0,1000.0
390,47.0,1000.0
391,47.0,1000.0
392,47.0,1000.0
393,47.0,1000.0
394,47.0,1000.0
395,47.0,1000.0
396,47.0,1000.0
397,47.0,1000.0
398,47.0,1000.0
399,47.0,1000.0
400,47.0,1000.0
401,47.0,1000.0
402,48.0,1000.0
403,48.0,1000.0
404,48.0,1000.0
405,48.0,1000.0
406,48.0,1000.0
407,48.0,1000.0
408,48.0,1000.0
409,48.0,1000.0
410,48.0,1000.0
411,48.0,1000.0
412,48.0,1000.0
413,48.0,1000.0
414,48.0,1000.0
415,48.0,1000.0
416,48.0,1000.0
417,48.0,1000.0
418,48.0,1000.0
419,48.0,1000.0
420,48.0,1000.0
421,48.0,1000.0
422,48.0,1000.0
423,48.0,1000.0
424,48.0,1000.0
425,48.0,1000.0
426,48.0,1000.0
427,48.0,1000.0
428,48.0,1000.0
429,48.0,1000.0
430,48.0,1000.0
431,48.0,1000.0
432,48.0,1000.0
433,48.0,1000.0
434,48.0,1000.0
435,48.0,1000.0
436,48.0,1000.0
437,48.0,1000.0
438,48.0,1000.0
439,48.0,1000.0
440,48.0,1000.0
441,48.0,1000.0
442,48.0,1000.0
443,48.0,1000.0
444,48.0,1000.0
445,48.0,1000.0
446,48.0,1000.0
447,48.0,1000.0
448,48.0,1000.0
449,48.0,1000.0
450,48.0,1000.0
451,48.0,1000.0
452,48.0,1000.0
453,48.0,1000.0
454,48.0,1000.0
455,48.0,1000.0
456,48.0,1000.0
457,48.0,1000.0
458,48.0,1000.0
459,48.0,1000.0
460,48.0,1000.0
461,48.0,1000.0
462,48.0,1000.0
463,48.0,1000.0
464,48.0,1000.0
465,48.0,1000.0
466,48.0,1000.0
467,48.0,1000.0
468,48.0,1000.0
469,48.0,1000.0
470,48.0,1000.0
471,48.0,1000.0
472,48.0,1000.0
473,48.0,1000.0
474,48.0,1000.0
475,48.0,1000.0
476,48.0,1000.0
477,48.0,1000.0
478,48.0,1000.0
479,48.0,1000.0
480,48.0,1000.0
481,48.0,1000.0
482,48.0,1000.0
483,48.0,1000.0
484,48.0,1000.0
485,48.0,1000.0
486,48.0,1000.0
487,48.0,1000.0
488,48.0,1000.0
489,48.0,1000.0
490,48.0,1000.0
491,48.0,1000.0
492,48.0,1000.0
493,48.0,1000.0
494,48.0,1000.0
495,48.0,1000.0
496,48.0,1000.0
497,48.0,1000.0
498,48.0,1000.0
499,48.0,1000.0
500,48.0,1000.0
501,48.0,1000.0
502,48.0,1000.0
503,48.0,1000.0
504,48.0,1000.0
505,48.0,1000.0
506,48.0,1000.0
507,48.0,1000.0
508,48.0,1000.0
509,48.0,1000.0
510,48.0,1000.0
511,48.0,1000.0
512,48.0,1000.0
513,48.0,1000.0
514,48.0,1000.0
515,48.0,1000.0
516,48.0,1000.0
517,48.0,1000.0
518,48.0,1000.0
519,48.0,1000.0
520,48.0,1000.0
521,48.0,1000.0
522,48.0,1000.0
523,48.0,1000.0
524,48.0,1000.0
525,48.0,1000.0
526,48.0,1000.0
527,48.0,1000.0
528,48.0,1000.0
529,48.0,1000.0
530,48.0,1000.0
531,48.0,1000.0
532,48.0,1000.0
533,48.0,1000.0
534,48.0,1000.0
535,48.0,1000.0
536,48.0,1000.0
537,48.0,1000.0
538,48.0,1000.0
539,48.0,1000.0
540,48.0,1000.0
541,48.0,1000.0
542,48.0,1000.0
543,48.0,1000.0
544,48.0,1000.0
545,48.0,1000.0
546,48.0,1000.0
547,48.0,1000.0
548,48.0,1000.0
549,48.0,1000.0
550,48.0,1000.0
551,49.0,1000.0
552,49.0,1000.0
553,49.0,1000.0
554,49.0,1000.0
555,49.0,1000.0
556,49.0,1000.0
557,49.0,1000.0
558,49.0,1000.0
559,49.0,1000.0
560,49.0,1000.0
561,49.0,1000.0
562,49.0,1000.0
563,49.0,1000.0
564,49.0,1000.0
565,49.0,1000.0
566,49.0,1000.0
567,49.0,1000.0
568,49.0,1000.0
569,49.0,1000.0
570,49.0,1000.0
571,49.0,1000.0
572,49.0,1000.0
573,49.0,1000.0
574,49.0,1000.0
575,49.0,1000.0
576,49.0,1000.0
577,49.0,1000.0
578,49.0,1000.0
579,49.0,1000.0
580,49.0,1000.0
581,49.0,1000.0
582,49.0,1000.0
583,49.0,1000.0
584,49.0,1000.0
585,49.0,1000.0
586,49.0,1000.0
587,49.0,1000.0
588,49.0,1000.0
589,49.0,1000.0
590,49.0,1000.0
591,49.0,1000.0
592,49.0,1000.0
593,49.0,1000.0
594,49.0,1000.0
595,49.0,1000.0
596,49.0,1000.0
597,49.0,1000.0
598,49.0,1000.0
599,49.0,1000.0
600,49.0,1000.0
601,49.0,1000.0
602,49.0,1000.0
603,49.0,1000.0
604,49.0,1000.0
605,49.0,1000.0
606,49.0,1000.0
607,49.0,1000.0
608,49.0,1000.0
609,49.0,1000.0
610,49.0,1000.0
611,49.0,1000.0
612,49.0,1000.0
613,49.0,1000.0
614,49.0,1000.0
615,49.0,1000.0
616,49.0,1000.0
617,49.0,1000.0
618,49.0,1000.0
619,49.0,1000.0
620,49.0,1000.0
621,49.0,1000.0
622,49.0,1000.0
623,49.0,1000.0
624,49.0,1000.0
625,49.0,1000.0
626,49.0,1000.0
627,50.0,1000.0
628,50.0,1000.0
629,50.0,1000.0
630,50.0,1000.0
631,50.0,1000.0
632,50.0,1000.0
633,50.0,1000.0
634,50.0,1000.0
635,50.0,1000.0
636,50.0,1000.0
637,50.0,1000.0
638,50.0,1000.0
639,50.0,1000.0
640,50.0,1000.0
641,50.0,1000.0
642,50.0,1000.0
643,50.0,1000.0
644,50.0,1000.0
645,50.0,1000.0
646,50.0,1000.0
647,50.0,1000.0
648,50.0,1000.0
649,50.0,1000.0
650,50.0,1000.0
651,50.0,1000.0
652,50.0,1000.0
653,50.0,1000.0
654,50.0,1000.0
655,50.0,1000.0
656,50.0,1000.0
657,50.0,1000.0
658,50.0,1000.0
659,50.0,1000.0
660,50.0,1000.0
661,50.0,1000.0
662,50.0,1000.0
663,50.0,1000.0
664,50.0,1000.0
665,50.0,1000.0
666,50.0,1000.0
667,50.0,1000.0
668,50.0,1000.0
669,50.0,1000.0
670,50.0,1000.0
671,50.0,1000.0
672,50.0,1000.0
673,50.0,1000.0
674,50.0,1000.0
675,50.0,1000.0
676,50.0,1000.0
677,50.0,1000.0
678,50.0,1000.0
679,50.0,1000.0
680,50.0,1000.0
681,50.0,1000.0
682,50.0,1000.0
683,50.0,1000.0
684,50.0,1000.0
685,50.0,1000.0
686,50.0,1000.0
687,50.0,1000.0
688,50.0,1000.0
689,50.0,1000.0
690,50.0,1000.0
691,50.0,1000.0
692,50.0,1000.0
693,50.0,1000.0
694,50.0,1000.0
695,50.0,1000.0
696,50.0,1000.0
697,50.0,1000.0
698,50.0,1000.0
699,50.0,1000.0
700,50.0,1000.0
701,50.0,1000.0
702,50.0,1000.0
703,50.0,1000.0
704,50.0,1000.0
705,50.0,1000.0
706,50.0,1000.0
707,50.0,1000.0
708,50.0,1000.0
709,50.0,1000.0
710,50.0,1000.0
711,50.0,1000.0
712,50.0,1000.0
713,50.0,1000.0
714,50.0,1000.0
715,50.0,1000.0
716,50.0,1000.0
717,50.0,1000.0
718,50.0,1000.0
719,50.0,1000.0
720,50.0,1000.0
721,50.0,1000.0
722,50.0,1000.0
723,50.0,1000.0
724,50.0,1000.0
725,50.0,1000.0
726,50.0,1000.0
727,50.0,1000.0
728,50.0,1000.0
729,50.0,1000.0
730,50.0,1000.0
731,50.0,1000.0
732,50.0,1000.0
733,50.0,1000.0
734,50.0,1000.0
735,51.0,1000.0
736,51.0,1000.0
737,51.0,1000.0
738,51.0,1000.0
739,51.0,1000.0
740,51.0,1000.0
741,51.0,1000.0
742,51.0,1000.0
743,51.0,1000.0
744,51.0,1000.0
745,51.0,1000.0
746,51.0,1000.0
747,51.0,1000.0
748,51.0,1000.0
749,51.0,1000.0
750,51.0,1000.0
751,51.0,1000.0
752,51.0,1000.0
753,51.0,1000.0
754,51.0,1000.0
755,51.0,1000.0
756,51.0,1000.0
757,51.0,1000.0
758,51.0,1000.0
759,51.0,1000.0
760,51.0,1000.0
761,51.0,1000.0
762,51.0,1000.0
763,51.0,1000.0
764,51.0,1000.0
765,51.0,1000.0
766,51.0,1000.0
767,51.0,1000.0
768,51.0,1000.0
769,51.0,1000.0
770,51.0,1000.0
771,51.0,1000.0
772,51.0,1000.0
773,51.0,1000.0
774,53.0,1000.0
775,53.0,1000.0
776,53.0,1000.0
777,53.0,1000.0
778,53.0,1000.0
779,53.0,1000.0
780,53.0,1000.0
781,53.0,1000.0
782,53.0,1000.0
783,53.0,1000.0
784,53.0,1000.0
785,53.0,1000.0
786,53.0,1000.0
787,53.0,1000.0
788,53.0,1000.0
789,53.0,1000.0
790,53.0,1000.0
791,53.0,1000.0
792,53.0,1000.0
793,53.0,1000.0
794,53.0,1000.0
795,53.0,1000.0
796,53.0,1000.0
797,53.0,1000.0
798,53.0,1000.0
799,53.0,1000.0
800,53.0,1000.0
801,53.0,1000.0
802,53.0,1000.0
803,53.0,1000.0
804,53.0,1000.0
805,53.0,1000.0
806,52.0,1000.0
807,52.0,1000.0
808,52.0,1000.0
809,52.0,1000.0
810,52.0,1000.0
811,52.0,1000.0
812,52.0,1000.0
813,52.0,1000.0
814,52.0,1000.0
815,52.0,1000.0
816,52.0,1000.0
817,52.0,1000.0
818,52.0,1000.0
819,52.0,1000.0
820,52.0,1000.0
821,52.0,1000.0
822,52.0,1000.0
823,52.0,1000.0
824,52.0,1000.0
825,52.0,1000.0
826,52.0,1000.0
827,52.0,1000.0
828,52.0,1000.0
829,52.0,1000.0
830,52.0,1000.0
831,52.0,1000.0
832,52.0,1000.0
833,52.0,1000.0
834,52.0,1000.0
835,52.0,1000.0
836,52.0,1000.0
837,52.0,1000.0
838,52.0,1000.0
839,52.0,1000.0
840,52.0,1000.0
841,52.0,1000.0
842,52.0,1000.0
843,52.0,1000.0
844,52.0,1000.0
845,52.0,1000.0
846,52.0,1000.0
847,52.0,1000.0
848,54.0,1000.0
849,54.0,1000.0
850,54.0,1000.0
851,54.0,1000.0
852,54.0,1000.0
853,54.0,1000.0
854,54.0,1000.0
855,54.0,1000.0
856,54.0,1000.0
857,54.0,1000.0
858,54.0,1000.0
859,54.0,1000.0
860,54.0,1000.0
861,54.0,1000.0
862,54.0,1000.0
863,54.0,1000.0
864,54.0,1000.0
865,54.0,1000.0
866,54.0,1000.0
867,54.0,1000.0
868,54.0,1000.0
869,54.0,1000.0
870,54.0,1000.0
871,54.0,1000.0
872,54.0,1000.0
873,54.0,1000.0
874,54.0,1000.0
875,54.0,1000.0
876,54.0,1000.0
877,54.0,1000.0
878,54.0,1000.0
879,54.0,1000.0
880,54.0,1000.0
881,55.0,1000.0
882,55.0,1000.0
883,55.0,1000.0
884,55.0,1000.0
885,55.0,1000.0
886,55.0,1000.0
887,55.0,1000.0
888,55.0,1000.0
889,55.0,1000.0
890,55.0,1000.0
891,55.0,1000.0
892,55.0,1000.0
893,55.0,1000.0
894,55.0,1000.0
895,55.0,1000.0
896,55.0,1000.0
897,55.0,1000.0
898,55.0,1000.0
899,55.0,1000.0
900,55.0,1000.0
901,55.0,1000.0
902,55.0,1000.0
903,55.0,1000.0
904,55.0,1000.0
905,55.0,1000.0
906,55.0,1000.0
907,55.0,1000.0
908,55.0,1000.0
909,55.0,1000.0
910,55.0,1000.0
911,55.0,1000.0
912,55.0,1000.0
913,55.0,1000.0
914,55.0,1000.0
915,55.0,1000.0
916,55.0,1000.0
917,55.0,1000.0
918,55.0,1000.0
919,55.0,1000.0
920,55.0,1000.0
921,55.0,1000.0
922,55.0,1000.0
923,55.0,1000.0
924,55.0,1000.0
925,55.0,1000.0
926,55.0,1000.0
927,55.0,1000.0
928,55.0,1000.0
929,55.0,1000.0
930,55.0,1000.0
931,55.0,1000.0
932,55.0,1000.0
933,55.0,1000.0
934,55.0,1000.0
935,55.0,1000.0
936,55.0,1000.0
937,55.0,1000.0
938,55.0,1000.0
939,55.0,1000.0
940,55.0,1000.0
941,55.0,1000.0
942,56.0,1000.0
943,56.0,1000.0
944,56.0,1000.0
945,56.0,1000.0
946,56.0,1000.0
947,57.0,1000.0
948,57.0,1000.0
949,57.0,1000.0
950,57.0,1000.0
951,57.0,1000.0
952,57.0,1000.0
953,57.0,1000.0
954,57.0,1000.0
955,57.0,1000.0
956,57.0,1000.0
957,57.0,1000.0
958,57.0,1000.0
959,57.0,1000.0
960,57.0,1000.0
961,58.0,1000.0
962,58.0,1000.0
963,58.0,1000.0
964,58.0,1000.0
965,58.0,1000.0
966,58.0,1000.0
967,58.0,1000.0
968,58.0,1000.0
969,58.0,1000.0
970,58.0,1000.0
971,58.0,1000.0
972,58.0,1000.0
973,58.0,1000.0
974,59.0,1000.0
975,59.0,1000.0
976,59.0,1000.0
977,59.0,1000.0
978,60.0,1000.0
979,60.0,1000.0
980,60.0,1000.0
981,60.0,1000.0
